event_date,year,sub_event_type,assoc_actor_1,actor2,country,admin1,admin2,admin3,location,latitude,longitude,notes,fatalities,tags,population_best,Topic,final_estimate
2023-03-08,2023,Peaceful protest,Women (Switzerland),NA,Switzerland,Vaud,Lausanne,NA,Lausanne,46.5197,6.6323,"on 8 march 2023, people gathered for a demonstration in lausanne on the occasion of international women's day, at the call of the greve feministe collective, to demonstrate in favor of women's rights, equal pay and against sexual and sexist violence.",0,NA,42825,Feminist,NA
2023-03-06,2023,Peaceful protest,NA,NA,Switzerland,Aargau,Aarau,NA,Aarau,47.3924,8.0441,"on 6 march 2023, at the call of juso, around 70 people, including the president of the green youth, demonstrated at bahnhofplatz in aarau against the action of the far-right group 'junge tat' on 4 march 2023, as well as against fascism and racism.",0,crowd size=around 70,7196,FarRight,70
2023-03-04,2023,Protest with intervention,NA,Police Forces of Switzerland (2019-2023),Switzerland,Aargau,Aarau,NA,Aarau,47.3924,8.0441,"on 4 march 2023, around 20 members of the far-right group 'junge tat', most of them wearing balaclavas, gathered to demonstrate in front of the headquarters of the cantonal government of aargau in aarau, throwing fireworks around, to call for the resignation of the government. police officers arrested them.",0,crowd size=around 20,7196,FarRight,20
2023-03-04,2023,Peaceful protest,GLP/PVL: Green Liberal Party of Switzerland; Government of Switzerland (2019-2023); Green Party of Switzerland; Protesters (Ukraine); PS/SP: Swiss Socialist Party - Social Democratic Party of Switzerland; Refugees/IDPs (Ukraine); The Liberals (Switzerland); Ukrainian Group (Switzerland),NA,Switzerland,Bern,Bern-Mittelland,NA,Bern,46.9483,7.4514,"on 4 march 2023, around 2,000 people, including ukrainian refugees and members of the ukrainian community, as well as fdp (the liberals), green party, ps and green liberal party politicians and elected officials, gathered on the schutzenmatte and demonstrated at bundesplatz in bern against the war in ukraine and the russian government. they called on the swiss government to support the establishment of a tribunal that would investigate war crimes and human rights violations.",0,crowd size=around 2000,7469,Ukraine,2000
2023-03-03,2023,Peaceful protest,Climate Strike; FFF: Fridays for Future; Students (Switzerland),NA,Switzerland,Aargau,Aarau,NA,Aarau,47.3924,8.0441,"on 3 march 2023, as part of a global climate strike called by fff and, locally, by climate strike, over 200 people took to the streets in aarau to demand more climate protection and oppose the establishment of an emergency power plant in birr, set to run on oil, gas or hydrogen, and of a liquefied natural gas terminal in muttenz.",0,crowd size=over 200,7196,Climate,200
2023-03-03,2023,Peaceful protest,Climate Strike; FFF: Fridays for Future; Students (Switzerland),NA,Switzerland,Bern,Bern-Mittelland,NA,Bern,46.9483,7.4514,"on 3 march 2023, as part of a global climate strike called by fff and, nationally, by climate strike, 3,000 people took to the streets in bern to demand more climate protection and oppose the establishment of an emergency power plant in birr, set to run on oil, gas or hydrogen, and of a liquefied natural gas terminal in muttenz.",0,crowd size=3000,7469,Climate,3000
2023-03-03,2023,Peaceful protest,Climate Strike; FFF: Fridays for Future; Students (Switzerland),NA,Switzerland,Valais,Sion,NA,Sion,46.2312,7.3593,"on 3 march 2023, as part of a global climate strike called by fff and, nationally, by climate strike, around 300 people took to the streets in sion to demand more climate protection and oppose the establishment of an emergency power plant in birr, set to run on oil, gas or hydrogen, and of a liquefied natural gas terminal in muttenz.",0,crowd size=around 300,5591,Climate,300
2023-03-03,2023,Peaceful protest,Climate Strike; FFF: Fridays for Future; Students (Switzerland),NA,Switzerland,Zurich,Zurich,NA,Zurich,47.3769,8.5417,"on 3 march 2023, as part of a global climate strike called by fff and, nationally, by climate strike, several thousand people took to the streets in zurich to demand more climate protection and oppose the establishment of an emergency power plant in birr, set to run on oil, gas or hydrogen, and of a liquefied natural gas terminal in muttenz.",0,crowd size=3000,35782,Climate,3000
2023-03-03,2023,Peaceful protest,Climate Strike; FFF: Fridays for Future; Students (Switzerland); XR: Extinction Rebellion,NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 3 march 2023, as part of a global climate strike called by fff and, nationally, by climate strike, about 20 people, including breakfree, extinction rebellion, and other climate activists, staged a rally outside credit suisse on bel-air square in geneva to condemn the role of financial corporations in the exploitation of fossil fuels.",0,crowd size=about 20,53174,Climate,20
2023-03-03,2023,Peaceful protest,Climate Strike; FFF: Fridays for Future; Students (Switzerland),NA,Switzerland,Luzern,Luzern-Stadt,NA,Lucerne,47.0502,8.3084,"on 3 march 2023, as part of a global climate strike called by fff and, nationally, by climate strike, people demonstrated in lucerne to demand more climate protection and oppose the establishment of an emergency power plant in birr, set to run on oil, gas or hydrogen, and of a liquefied natural gas terminal in muttenz.",0,NA,6996,Climate,NA
2023-03-03,2023,Peaceful protest,Climate Strike; FFF: Fridays for Future; Students (Switzerland),NA,Switzerland,Neuchatel,Neuchatel,NA,Neuchatel,46.99,6.9293,"on 3 march 2023, as part of a global climate strike called by fff and, nationally, by climate strike, people demonstrated in neuchatel to demand more climate protection and oppose the establishment of an emergency power plant in birr, set to run on oil, gas or hydrogen, and of a liquefied natural gas terminal in muttenz.",0,NA,6328,Climate,NA
2023-03-03,2023,Peaceful protest,Climate Strike; FFF: Fridays for Future; Students (Switzerland),NA,Switzerland,St. Gallen,St. Gallen,NA,St. Gallen,47.4244,9.3782,"on 3 march 2023, as part of a global climate strike called by fff and, nationally, by climate strike, people demonstrated in st. gallen to demand more climate protection and oppose the establishment of an emergency power plant in birr, set to run on oil, gas or hydrogen, and of a liquefied natural gas terminal in muttenz.",0,NA,11641,Climate,NA
2023-03-03,2023,Peaceful protest,Climate Strike; FFF: Fridays for Future; Students (Switzerland),NA,Switzerland,Vaud,Lausanne,NA,Lausanne,46.5197,6.6323,"on 3 march 2023, as part of a global climate strike called by fff and, nationally, by climate strike, people demonstrated in lausanne to demand more climate protection and oppose the establishment of an emergency power plant in birr, set to run on oil, gas or hydrogen, and of a liquefied natural gas terminal in muttenz.",0,NA,42825,Climate,NA
2023-03-01,2023,Peaceful protest,NA,NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 1 march 2023, people demonstrated in geneva to denounce the conditions of reception of unaccompanied migrant asylum seekers (rmna) in geneva. demonstrators were against the authorities' decision to postpone the closure of the etoile shelter.",0,NA,53174,Climate,NA
2023-02-27,2023,Peaceful protest,Government of Switzerland (2019-2023); Iranian Group (Switzerland); The Liberals (Switzerland); Women (Switzerland),NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 27 february 2023, more than 100 people, including members of the 'movement of solidarity with iranians' and a plr mp, gathered at the place des nations in geneva to condemn the iranian regime, express support for the ongoing protest movement in iran following the death of mahsa amini, and demonstrate against the participation of hossein amir-abdollahian, minister of foreign affairs of iran, in a simultaneous un forum.",0,crowd size=more than,53174,International,NA
2023-02-25,2023,Peaceful protest,Ukrainian Group (Switzerland),NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 25 february 2023, between 300 and 350 people, including members of the ukrainian community, gathered on the plainpalais plain in geneva, at the call of the ukraine geneva committee, to protest against russia's war efforts and show solidarity with ukraine and to demand the swiss confederation and the geneva cantonal authorities to 'do everything possible to support ukraine' in the war against russia, on the one-year anniversary of the conflict, on the one-year anniversary of the conflict.",0,crowd size=between 300 and 350,53174,Ukraine,325
2023-02-25,2023,Peaceful protest,Ukrainian Group (Switzerland),NA,Switzerland,Zurich,Zurich,NA,Zurich,47.3769,8.5417,"on 25 february 2023, between 300 and 500 people, including members of the ukrainian community, gathered in zurich, at the call of the alliance 'stop the war', to protest against russia's war efforts and show solidarity with ukraine, on the one-year anniversary of the conflict.",0,crowd size=between 300 and 350,35782,Ukraine,325
2023-02-25,2023,Peaceful protest,Ukrainian Group (Switzerland),NA,Switzerland,Vaud,Lausanne,NA,Lausanne,46.5197,6.6323,"on 25 february 2023, a handful of people, including members of the ukrainian community, gathered at the place saint-francois in lausanne to protest against russia's war efforts and show solidarity with ukraine, on the one-year anniversary of the conflict.",0,crowd size=7,42825,Ukraine,7
2023-02-24,2023,Peaceful protest,Ukrainian Group (Switzerland),NA,Switzerland,Bern,Bern-Mittelland,NA,Bern,46.9483,7.4514,"on 24 february 2023, between 200 and 300 people, including members of the ukrainian community, gathered near the russian embassy in bern to protest against russia's war efforts and show solidarity with ukraine, on the one-year anniversary of the conflict.",0,crowd size=between 200 and 300,7469,Ukraine,250
2023-02-24,2023,Peaceful protest,Government of Switzerland (2019-2023); Protesters (Ukraine); PS/SP: Swiss Socialist Party - Social Democratic Party of Switzerland; Refugees/IDPs (Ukraine); Ukrainian Group (Switzerland),NA,Switzerland,Basel-Stadt,Basel-Stadt,NA,Basel,47.5596,7.5886,"on 24 february 2023, hundreds of people, including members of the ukrainian community, ukrainian refugees, and the president of the basel government (ps), gathered at marktplatz in basel to protest in solidarity with ukraine and denounce the russian invasion of the country, one year after the launch of the invasion.",0,crowd size=500,16171,Ukraine,500
2023-02-24,2023,Peaceful protest,NA,NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 24 february 2023, on the occasion of the one-year anniversary of the russian invasion of ukraine, people demonstrated in geneva against the war in ukraine and the russian government.",0,NA,53174,Ukraine,NA
2023-02-09,2023,Protest with intervention,Government of Switzerland (2019-2023),Police Forces of Switzerland (2019-2023) Prison Guards,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 9 february 2023, in the morning, around 20 people occupied a building in the paquis neighborhood of geneva. they denounced real estate speculation in geneva and called for collective housing and social and cultural alternatives. police forces dispersed the demonstration in the early afternoon, and several demonstrators, including a 'ensemble a gauche' mp, were injured. several people were arrested.",0,crowd size=around 20,53174,Housing,20
2023-02-09,2023,Peaceful protest,Labor Group (Switzerland); SSP: Swiss Union of Public Service Personnel,NA,Switzerland,Vaud,Lausanne,NA,Lausanne,46.5197,6.6323,"on 9 february 2023, more than 3,500 civil servants staged a protest at place st-francois in lausanne, at the call of the ssp, the 'federation syndicale sud' and the 'federation des societes de fonctionnaires', to demand a full indexation of their salary on inflation.",0,crowd size=more than 3500,42825,Workers,3500
2023-02-04,2023,Peaceful protest,Health Workers (Switzerland); Labor Group (Switzerland); Police Forces of Switzerland (2019-2023); Teachers (Switzerland),NA,Switzerland,Vaud,Lausanne,NA,Lausanne,46.5197,6.6323,"on 4 february 2023, 6,000-10,000 people, mainly vaud civil servants, including many teachers, social workers, nursing staff and police officers, gathered for a protest in lausanne, against the cost-of-living adjustment of their wages, which they consider insufficient.",0,crowd size=6000-10000,42825,Workers,8000
2023-01-31,2023,Peaceful protest,Labor Group (Switzerland),NA,Switzerland,Vaud,Lausanne,NA,Lausanne,46.5197,6.6323,"on 31 january 2023, around 3,000 public workers staged a protest march in lausanne to demand a higher indexation of their wages.",0,crowd size=around 3000,42825,Workers,3000
2023-01-23,2023,Peaceful protest,Health Workers (Switzerland); Labor Group (Switzerland); SSP: Swiss Union of Public Service Personnel; Teachers (Switzerland),NA,Switzerland,Vaud,Lausanne,NA,Lausanne,46.5197,6.6323,"on 23 january 2023, around 3,000 civil servants, including teachers, health workers, ssp delegates and staff from the haute ecole de sante vaud (hesav) and the professional center of north vaud (cpnv), staged a protest in lausanne to demand a full indexation of their salary on inflation.",0,crowd size=around 3000,42825,Workers,3000
2023-01-21,2023,Peaceful protest,Women (Switzerland),NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 21 january 2023, around 300 people staged a protest in front of the mont-blanc post office in geneva against the iranian regime following the death of mahsa amini.",0,crowd size=around 300,53174,International,300
2023-01-21,2023,Peaceful protest,NA,NA,Switzerland,Vaud,Morges,NA,La Sarraz,46.6587,6.5125,"on 21 january 2023, around 250 people, including the president of the association de sauvegarde du mormont, staged a protest on the hill of mormont in la sarraz. they simulated a funeral march to oppose a federal court bill set to enable the cement company holcim to expand its quarry in the area. they also expressed concerns about the environmental impact of this decision.",0,crowd size=around 250,2346,Climate,250
2023-01-20,2023,Peaceful protest,FFF: Fridays for Future; Protesters (Pakistan); Protesters (Sweden); Protesters (Uganda); Students (International),NA,Switzerland,Graubunden,Prattigau,NA,Davos,46.7935,9.8218,"on 20 january 2023, climate activists, including fff movement swedish founder, staged a protest action in davos with fellow climate activists from uganda and pakistan, among other, in the context of the world economic forum to demand more action from the world leaders against climate change.",0,NA,3197,Climate,NA
2023-01-17,2023,Peaceful protest,NA,NA,Switzerland,Zurich,Zurich,NA,Zurich,47.3769,8.5417,"on 17 january 2023, around 400 activists from far-left groups demonstrated in zurich against the world economic forum (wef). the demonstrators threw firecrackers and fireworks.",0,crowd size=around 400,35782,Other,400
2023-01-16,2023,Peaceful protest,NA,NA,Switzerland,St. Gallen,Rorschach,NA,Altenrhein,47.4904,9.5543,"on 16 january 2023, about 14 activists blocked a part of the airport in altenrhein, demanding immediate climate action ahead of the summit in davos. later during the day, they voluntarily left the area.",0,crowd size=about 14,2453,Climate,14
2023-01-16,2023,Peaceful protest,NA,NA,Switzerland,St. Gallen,Rorschach,NA,Thal,47.4707,9.5633,"on 16 january 2023, a dozen climate activists from the 'debt for climate' movement gathered for a protest at the altenrhein airfield in thal, against the world economic forum (wef), and their participants' responsibility for the climate crisis and exploiting poor countries.",0,crowd size=dozen,1490,Climate,NA
2023-01-14,2023,Peaceful protest,Protesters (Peru),NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 14 january 2023, 120 people, mainly peruvian expats, gathered in front of the palais des nations in geneva to demand an end to the massacres in peru' and to protest against the 'institutional coup.'",0,crowd size=120,53174,International,120
2023-01-07,2023,Peaceful protest,AI: Amnesty International; Government of Switzerland (2019-2023); Iranian Group (Switzerland); The Liberals (Switzerland); Women (Switzerland),NA,Switzerland,Zurich,Zurich,NA,Zurich,47.3769,8.5417,"on 7 january 2023, between 2,000 and 3,000 people, including members of the iranian community, a plr national councilor, and the director of amnesty switzerland, demonstrated in zurich, at the call of free iran switzerland. they demonstrated to denounce the iranian regime and in favor of democracy and women's rights, amid ongoing protests in iran in the wake of mahsa amini's death. they also demanded the swiss government withdraw the european and american economic sanctions, freeze all funds of the islamic regime or related organizations in swiss accounts and classify the revolutionary guard and the basij as terrorist organizations.",0,crowd size=between 2000 and 3000,35782,International,2500
2023-01-07,2023,Peaceful protest,Iranian Group (Switzerland); Kurdish Ethnic Group (Switzerland); Women (Switzerland),NA,Switzerland,Bern,Bern-Mittelland,NA,Bern,46.9483,7.4514,"on 7 january 2023, about 50 activists, including iranian and kurdish communities members, gathered for a rally in bern, declaring their support to activists protesting currently in iran, following the death of mahsa amini.",0,crowd size=about 50,7469,International,50
2023-01-06,2023,Peaceful protest,Farmers (Switzerland); Labor Group (Switzerland),NA,Switzerland,Bern,Bern-Mittelland,NA,Bern,46.9483,7.4514,"on 6 january 2023, people, including members of the 'union suisse des arts et metiers', 'economiesuisse', 'union patronale suisse' and 'union suisse des paysans', gathered on the bundesplatz in bern, to demand higher consideration for economic and agricultural issues in the debates leading up to the federal elections.",0,NA,7469,Workers,NA
2022-12-15,2022,Peaceful protest,Health Workers (Switzerland); Labor Group (Switzerland),NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 15 december 2022, care and community health assistants (assc) workers gathered for a picket in front of the carouge offices of imad in geneva, to demand better working conditions.",0,NA,52834,Workers,NA
2022-12-14,2022,Peaceful protest,NA,NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 14 december 2022, 30 people gathered for a rally at the place des nations in geneva, in support of former bolivian president pedro castillo, and against racism towards the indigenous peruvian population.",0,crowd size=30,52834,International,30
2022-12-10,2022,Peaceful protest,NA,NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 10 december 2022, around 300 people gathered in geneva, at the call of the ngo 'solidarity with refugees in libya', to support refugees in libya and raise awareness about their conditions.",0,crowd size=around 300,52834,Migrants,300
2022-12-10,2022,Peaceful protest,Climate Strike,NA,Switzerland,Basel-Stadt,Basel-Stadt,NA,Basel,47.5596,7.5886,"on 10 december 2022, at the call of climate strike switzerland, people gathered in basel (basel-stadt) to demonstrate against the election of albert rosti as head of the department of the environment, transport, energy and communications, seen as a 'step backward in swiss climate policy'.",0,NA,16068,Climate,NA
2022-12-10,2022,Peaceful protest,Climate Strike,NA,Switzerland,Zurich,Zurich,NA,Zurich,47.3769,8.5417,"on 10 december 2022, at the call of climate strike switzerland, people gathered in zurich (zurich) to demonstrate against the election of albert rosti as head of the department of the environment, transport, energy and communications, seen as a 'step backward in swiss climate policy'.",0,NA,35553,Climate,NA
2022-12-06,2022,Peaceful protest,Health Workers (Switzerland); Labor Group (Switzerland),NA,Switzerland,Neuchatel,Neuchatel,NA,Neuchatel,46.99,6.9293,"on 6 december 2022, at least 500 employees of the neuchatel health and social sector gathered in the courtyard of the castle in neuchatel, to demand the indexation of their salary to inflation.",0,crowd size=at least 500,6287,Workers,500
2022-12-03,2022,Peaceful protest,XR: Extinction Rebellion,NA,Switzerland,Vaud,Lausanne,NA,Lausanne,46.5197,6.6323,"on 3 december 2022, between 100 and 200 activists, including members of extinction rebellion, for a car-free downtown, pro velo region lausanne, the association transports et environnement vaud (ate vaud) and the actif-trafic association, demonstrated and blocked the grand-pont in lausanne, to demand its closure to private vehicles and better air quality.",0,crowd size=between 100 and 200,42551,Climate,150
2022-12-01,2022,Peaceful protest,NA,NA,Switzerland,Vaud,Lausanne,NA,Lausanne,46.5197,6.6323,"on 1 december 2022, an unknown number of people staged a protest on the grand-pont bridge in lausanne to denounce the imminent closure of the postal office of saint-francois, attaching a banner to the bridge.",0,NA,42551,Other,NA
2022-11-26,2022,Peaceful protest,Health Workers (Switzerland); Labor Group (Switzerland); SSP: Swiss Union of Public Service Personnel; Syna; Unia,NA,Switzerland,Bern,Bern-Mittelland,NA,Bern,46.9483,7.4514,"on 26 november 2022, more than 300 nursing staff gathered for a rally, as a part of their strike action, organized by unia, the ssp, syna and the professional association of nurses in federal square in bern, to demand better wages and more holidays due to departures from the profession.",0,crowd size=more than 300,7422,Workers,300
2022-11-25,2022,Peaceful protest,Women (Switzerland),NA,Switzerland,Vaud,Lausanne,NA,Lausanne,46.5197,6.6323,"on 25 november 2022, about 300 people, including many women, gathered for a protest organized by vaud feminist strike on the bessieres bridge in lausanne, as a part of the international day for the elimination of violence against women, against violence done to women.",0,crowd size=about 300,42551,Feminist,300
2022-11-20,2022,Peaceful protest,LGBTQ+ (Switzerland),NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 20 november 2022, around 100 people, including members of the 'collectif radical d'action queer (craq)', the 'trans* pole 360' and the association 'transparent', gathered at the place de neuve in geneva, on occasion of the transgender day of remembrance, to commemorate all the transgender people murdered, who committed suicide and who have been expelled in switzerland and all over the world.",0,crowd size=around 100,52834,LGBTQ+,100
2022-11-18,2022,Peaceful protest,Labor Group (Switzerland),NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 18 november 2022, 9 educators from the 'observation' section of la clairiere prison walked out of work and gathered for a picket, as a part of their strike action, in geneva, against their long working hours.",0,crowd size=9,52834,Workers,9
2022-11-12,2022,Peaceful protest,Antifa; Government of Switzerland (2019-2023); PS/SP: Swiss Socialist Party - Social Democratic Party of Switzerland; Solidarity (Switzerland),NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 12 november 2022, between 600 (according to the police) and 1,200 (organizers) people, including a ps regional councilor and candidate to the swiss council of states, a ps mp, a solidarity mp, as well as antifa members, took to the streets in geneva. while commemorating the 90th anniversary of the november 1932 geneva shooting, they denounced fascism, racism, capitalism, liberalism, austerity, and social injustice. demonstrators lightened some smoke bombs and spray-painted several showcases, walls and a bus along the way and concluded the rally by launching several fireworks.",0,crowd size=between 600 and 1200,52834,Other,900
2022-11-11,2022,Peaceful protest,Labor Group (Switzerland); Syna; Unia,NA,Switzerland,Zurich,Zurich,NA,Zurich,47.3769,8.5417,"on 11 november 2022, at least 1,500 construction workers from german-speaking cantons demonstrated in zurich, at the call of unia and syna, to demand better working conditions and seek a re-negotiation of the national collective labor agreement in the construction industry.",0,crowd size=at least 1500,35553,Workers,1500
2022-11-11,2022,Peaceful protest,NA,NA,Switzerland,Luzern,Luzern-Stadt,NA,Lucerne,47.0502,8.3084,"on 11 november 2022, people demonstrated in lucerne (luzern) to protest against a trial against mass-voll! leader nicolas rimoldi for having participated in unauthorized demonstrations during the coronavirus pandemic.",0,NA,6951,Corona,NA
2022-11-10,2022,Protest with intervention,NA,Police Forces of Switzerland (2019-2023),Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 10 november 2022, ugandan protesters gathered for a protest and stormed a un human rights conference in geneva, with a list containing names of at least 1,277 citizens who were allegedly abducted by security forces in uganda, against torture by the current government of uganda. the group chanted 'uganda is bleeding. police briefly arrested 5 protesters.",0,NA,52834,International,NA
2022-11-10,2022,Peaceful protest,NA,NA,Switzerland,Bern,Bern-Mittelland,NA,Bern,46.9483,7.4514,"on 10 november 2022, in the morning, pro juventute members gathered in the federal square of bern. they demonstrated to draw the attention of public authorities on the impact of the coronavirus pandemic, the war in ukraine and the energy crisis on the psychological development of younger generations.",0,NA,7422,Ukraine,NA
2022-11-08,2022,Peaceful protest,LGBTQ+ (Switzerland),NA,Switzerland,Zurich,Zurich,NA,Zurich,47.3769,8.5417,"on 8 november 2022, people gathered for a protest organized by several lgbt+ organizations, including all out, outside the fifa museum in zurich, in support of lgbt+ rights, and the decriminalization of lgbt+ people in qatar during the fifa world cup qatar 2022.",0,NA,35553,LGBTQ+,NA
2022-11-07,2022,Peaceful protest,Labor Group (Switzerland); SGB-USS: Swiss Labor Union,NA,Switzerland,Jura,Delemont,NA,Delemont,47.3658,7.3452,"on 7 november 2022, construction workers and masons gathered for a rally, as a part of a strike action organized by sgb-uss, in delemont, to demand better wages and working conditions, and to denounce the intention of the bosses to want to make working hours excessively flexible, with longer days during the summer and forced holidays during the winter months.",0,NA,6179,Workers,NA
2022-11-07,2022,Peaceful protest,Labor Group (Switzerland); SGB-USS: Swiss Labor Union,NA,Switzerland,Fribourg,Sarine,NA,Fribourg,46.8065,7.162,"on 7 november 2022, construction workers and masons gathered for a rally, as a part of a strike action organized by sgb-uss, in fribourg, to demand better wages and working conditions, and to denounce the intention of the bosses to want to make working hours excessively flexible, with longer days during the summer and forced holidays during the winter months.",0,NA,7064,Workers,NA
2022-11-07,2022,Peaceful protest,Labor Group (Switzerland); SGB-USS: Swiss Labor Union,NA,Switzerland,Neuchatel,Neuchatel,NA,Chaux-de-Fonds,47.1024,6.8328,"on 7 november 2022, construction workers and masons gathered for a rally, as a part of a strike action organized by sgb-uss, in chaux-de-fonds, to demand better wages and working conditions, and to denounce the intention of the bosses to want to make working hours excessively flexible, with longer days during the summer and forced holidays during the winter months.",0,NA,19162,Workers,NA
2022-11-07,2022,Peaceful protest,Labor Group (Switzerland); SGB-USS: Swiss Labor Union,NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 7 november 2022, around 2,000 construction workers and masons gathered for a protest march, as a part of their strike action, organized by sgb-uss, from cornavin station to the place lise-girardin, and a second procession from the etoile district to cornavin station in geneva, to demand better wages and working conditions, and to denounce the intention of the bosses to want to make working hours excessively flexible, with longer days during the summer and forced holidays during the winter months.",0,crowd size=around 2000,52834,Climate,2000
2022-11-07,2022,Peaceful protest,NA,NA,Switzerland,Bern,Bern-Mittelland,NA,Bern,46.9483,7.4514,"on 7 november 2022, break down climate walls activists gathered for a protest at federal square in bern, against the 4.3 billion francs planned for the extension of the swiss motorways. the group buried gold coins at the square to symbolize the wasted money.",0,NA,7422,Climate,NA
2022-11-07,2022,Peaceful protest,Labor Group (Switzerland); SGB-USS: Swiss Labor Union,NA,Switzerland,Vaud,Lausanne,NA,Lausanne,46.5197,6.6323,"on 7 november 2022, between 6,000 and 7,000 french-speaking construction workers and masons gathered for a protest march organized by the swiss trade union (uss), as a part of their strike action, at place de la navigation in lausanne, to demand better wages and working conditions, and to denounce the intention of bosses to want to make working hours excessively flexible, with longer days during the summer and forced holidays during the winter months.",0,crowd size=between 6000 and 7000,42551,Workers,6500
2022-11-05,2022,Peaceful protest,Government of Switzerland (2019-2023); Green Party of Switzerland; Iranian Group (Switzerland); PS/SP: Swiss Socialist Party - Social Democratic Party of Switzerland; The Centre; Women (Switzerland),NA,Switzerland,Bern,Bern-Mittelland,NA,Bern,46.9483,7.4514,"on 5 november 2022, thousands of people, including national councilors from the centre (marianne binder), the ps (flavia wasserfallen) and the greens, gathered for a protest organized by free iran switzerland in front of the federal palace in bern, in support of the ongoing protest movement in iran and iranian women.",0,crowd size=5000,7422,International,5000
2022-11-02,2022,Peaceful protest,Labor Group (Switzerland),NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 2 november 2022, 9 educators from the 'observation' section of la clairiere prison walked out of work and gathered for a picket, as a part of their strike action, in geneva, against their long working hours.",0,crowd size=9,52834,Workers,9
2022-10-29,2022,Peaceful protest,Renovate Switzerland,NA,Switzerland,Bern,Bern-Mittelland,NA,Bern,46.9483,7.4514,"on 29 october 2022, 6 activists of renovate switzerland gathered for a protest and blocked a bridge in bern to ask the federal council to act in the face of the climate emergency. 2 activists glued their hands to the road. the activists were convinced to leave by the police.",0,crowd size=6,7422,Climate,6
2022-10-29,2022,Peaceful protest,Renovate Switzerland,NA,Switzerland,Bern,Bern-Mittelland,NA,Bern,46.9483,7.4514,"on 29 october 2022, members of renovate switzerland gathered for a protest and blocked the lorraine bridge in bern, to demand action on climate change.",0,NA,7422,Climate,NA
2022-10-27,2022,Peaceful protest,Government of Switzerland (2019-2023),NA,Switzerland,Vaud,Lausanne,NA,Lausanne,46.5197,6.6323,"on 27 october 2022, 3 people, including municipal councilor of yverdon-les-bains ruben ramchurn disrupted a renovate switzerland conference in lausanne, against renovate switzerland disruptive acts on the highways.",0,crowd size=3,42551,Other,3
2022-10-26,2022,Peaceful protest,Renovate Switzerland,NA,Switzerland,Vaud,Ouest Lausannois,NA,Crissier,46.555,6.577,"on 26 october 2022, renovate switzerland activists gathered for a protest and blockage of a motorway exit in crissier, against the slow speed of energy renovation of buildings.",0,NA,2965,Climate,NA
2022-10-22,2022,Peaceful protest,Women (Switzerland),NA,Switzerland,Bern,Bern-Mittelland,NA,Bern,46.9483,7.4514,"on 22 october 2022, around 1,000 people held a night march in bern against fascism, capitalism, and sexism.",0,crowd size=around 1000,7422,Feminist,1000
2022-10-22,2022,Protest with intervention,Renovate Switzerland,Police Forces of Switzerland (2019-2023),Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 22 october 2022, several environmental activists, members of renovate switzerland, blocked mont-blanc bridge in geneva, calling for a national plan to renovate by 2040 the houses that need urgent insulation, allowing to reduce greenhouse gas emissions. six activists were arrested.",0,crowd size=7,52834,Climate,7
2022-10-17,2022,Peaceful protest,Labor Group (Switzerland),NA,Switzerland,Geneve,Geneve,NA,Geneva,46.2044,6.1432,"on 17 october 2022, dozens of taxi drivers gathered at geneva airport in geneva to protest against the decision to allow uber to resume its service temporarily in the area.",0,crowd size=74,52834,Workers,74
2022-10-16,2022,Peaceful protest,NA,NA,Switzerland,Zurich,Zurich,NA,Zurich,47.3769,8.5417,"on 16 october 2022, hooded members of far-right group junge tat interrupted an event held by drag queens in the tanzhaus in zurich (zurich). they lit up flares and held up a banner reading 'family instead of gender ideology'.",0,NA,35553,FarRight,NA
2022-10-15,2022,Peaceful protest,Women (Switzerland),NA,Switzerland,Bern,Bern-Mittelland,NA,Bern,46.9483,7.4514,"on 15 october 2022, nearly 500 people gathered in bern for the third saturday in a row in support of iranian protesters and to denounce iranian repression following the death of an iranian woman after being detained by the morality police for infringing hijab rules.",0,crowd size=nearly 500,7422,International,500
